Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) THP from IP Exploris FAIMS,Area THP from IP Exploris FAIMS,#Peptides,#Unique,#Spec THP from IP Exploris FAIMS,PTM,Avg. Mass,Description
114,83,P00749|UROK_HUMAN,194.72,80,80,1.8769E9,54,54,133,Acetylation (N-term); Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamidomethylation; 8 more,48507,Urokinase-type plasminogen activator OS=Homo sapiens OX=9606 GN=PLAU PE=1 SV=2
139,149,P02647|APOA1_HUMAN,193.86,84,84,7.2653E8,51,51,107,Oxidation (M); Deamidation (NQ); Pyro-glu from Q; Carbamylation; Carbamidomethylation (DHKE  X@N-term); Mutation,30778,Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1
143,80,Q9NPG4|PCD12_HUMAN,192.28,37,37,4.9806E8,44,43,103,Acetylation (N-term); Oxidation (M); Acetylation (K); Phosphorylation (STY); Deamidation (NQ); 5 more,128994,Protocadherin-12 OS=Homo sapiens OX=9606 GN=PCDH12 PE=1 SV=1
154,93,Q93088|BHMT1_HUMAN,192.20,66,66,4.4017E8,41,31,90,Oxidation (M); Carbamidomethylation; Pyro-glu from Q; Carbamidomethylation (DHKE  X@N-term),44999,Betaine--homocysteine S-methyltransferase 1 OS=Homo sapiens OX=9606 GN=BHMT PE=1 SV=2
126,106,P04406|G3P_HUMAN,191.20,71,71,7.2497E8,45,40,119,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; 4 more,36053,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3
180,135,P02751|FINC_HUMAN,190.28,27,27,1.756E8,54,54,76,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); 2 more,272318,Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=5
115,140,P0DOX6|IGM_HUMAN,189.82,52,52,1.6492E7,43,4,133,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; Carbamylation; 4 more,63486,Immunoglobulin mu heavy chain OS=Homo sapiens OX=9606 PE=1 SV=2
61,449,A0A0B4J1X5|HV374_HUMAN,189.72,84,84,1.6601E8,71,15,231,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; Carbamylation; 18 more,12840,Immunoglobulin heavy variable 3-74 OS=Homo sapiens OX=9606 GN=IGHV3-74 PE=3 SV=1
207,71,Q5D862|FILA2_HUMAN,189.68,19,19,1.7059E8,37,36,67,Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; Carbamidomethylation (DHKE  X@N-term); Deamidation (R); Lysine oxidation to aminoadipic semialdehyde,248072,Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1
202,82,P54802|ANAG_HUMAN,188.71,50,50,2.1788E8,40,40,69,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; Carbamidomethylation (DHKE  X@N-term),82266,Alpha-N-acetylglucosaminidase OS=Homo sapiens OX=9606 GN=NAGLU PE=1 SV=2
160,282,O96009|NAPSA_HUMAN,188.47,45,45,1.4761E9,45,45,88,Deamidation (NQ); Carbamidomethylation; 2-amino-3-oxo-butanoic_acid; Carbamylation; Sodium adduct; 2 more,45387,Napsin-A OS=Homo sapiens OX=9606 GN=NAPSA PE=1 SV=1
99,179,P68032|ACTC_HUMAN,188.42,64,64,6.119E8,50,9,153,Acetylation (N-term); Oxidation (M); Acetylation (K); Phosphorylation (STY); Deamidation (NQ); 6 more,42019,Actin  alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1
151,134,P39059|COFA1_HUMAN,188.13,15,15,2.2215E9,41,41,94,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; 3 more,141720,Collagen alpha-1(XV) chain OS=Homo sapiens OX=9606 GN=COL15A1 PE=1 SV=2
185,167,O43707|ACTN4_HUMAN,187.56,57,57,1.2589E8,46,36,75,Acetylation (N-term); Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,104854,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2
119,161,P07195|LDHB_HUMAN,187.22,75,75,8.4885E8,53,46,124,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; 3 more,36639,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2
63,153,Q7Z794|K2C1B_HUMAN,187.19,51,51,4.4106E9,61,32,224,Acetylation (N-term); Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamidomethylation; 13 more,61901,Keratin  type II cytoskeletal 1b OS=Homo sapiens OX=9606 GN=KRT77 PE=2 SV=3
148,116,P14923|PLAK_HUMAN,186.78,59,59,3.6567E8,47,37,99,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Dihydroxy; Cysteine oxidation to cysteic acid,81745,Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3
59,773,P0CF74|IGLC6_HUMAN,186.61,70,70,1.3718E6,41,2,237,Deamidation (NQ); Carbamidomethylation; Ubiquitination; 2-amino-3-oxo-butanoic_acid; Dihydroxy; 18 more,11277,Immunoglobulin lambda constant 6 OS=Homo sapiens OX=9606 GN=IGLC6 PE=1 SV=1
144,384,O75594|PGRP1_HUMAN,186.23,78,78,1.6382E9,35,35,103,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Dihydroxy; 7 more,21731,Peptidoglycan recognition protein 1 OS=Homo sapiens OX=9606 GN=PGLYRP1 PE=1 SV=1
227,103,Q99519|NEUR1_HUMAN,185.37,53,53,3.0425E8,33,33,59,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; Carboxymethyl,45467,Sialidase-1 OS=Homo sapiens OX=9606 GN=NEU1 PE=1 SV=1
192,94,O75891|AL1L1_HUMAN,185.03,69,69,2.5299E8,52,52,72,Oxidation (M); Acetylation (K); Carbamidomethylation; Carbamylation,98829,Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH1L1 PE=1 SV=2
64,527,P01780|HV307_HUMAN,184.51,73,73,4.0122E7,63,4,214,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; Pyro-glu from E; 16 more,12943,Immunoglobulin heavy variable 3-7 OS=Homo sapiens OX=9606 GN=IGHV3-7 PE=1 SV=2
243,65,P34913|HYES_HUMAN,184.44,68,68,2.4807E8,32,31,56,Oxidation (M); Deamidation (NQ); Carbamidomethylation,62616,Bifunctional epoxide hydrolase 2 OS=Homo sapiens OX=9606 GN=EPHX2 PE=1 SV=2
240,105,P35858|ALS_HUMAN,183.88,62,62,2.2891E8,38,38,57,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Deoxy; Proline oxidation to pyrrolidinone,66035,Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens OX=9606 GN=IGFALS PE=1 SV=1
159,199,P04004|VTNC_HUMAN,183.44,56,56,1.1813E9,43,43,88,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Ubiquitination; 3 more,54306,Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1
66,634,P01763|HV348_HUMAN,183.33,63,63,2.1644E5,64,2,211,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; Pyro-glu from E; 16 more,12813,Immunoglobulin heavy variable 3-48 OS=Homo sapiens OX=9606 GN=IGHV3-48 PE=1 SV=2
213,85,O95336|6PGL_HUMAN,182.90,83,83,1.0048E9,31,31,64,Acetylation (N-term); Deamidation (NQ); Carbamidomethylation; Dehydration; Pyro-carbamidomethyl,27547,6-phosphogluconolactonase OS=Homo sapiens OX=9606 GN=PGLS PE=1 SV=2
205,401,Q7Z5L0|VMO1_HUMAN,182.37,62,62,1.0441E9,26,26,68,Acetylation (N-term); Deamidation (NQ); Carbamidomethylation; Carbamylation; Sodium adduct; 4 more,21534,Vitelline membrane outer layer protein 1 homolog OS=Homo sapiens OX=9606 GN=VMO1 PE=1 SV=1
146,111,Q9NSB2|KRT84_HUMAN,182.00,64,64,9.6014E7,46,30,101,Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamidomethylation; Carbamylation; 2 more,64842,Keratin  type II cuticular Hb4 OS=Homo sapiens OX=9606 GN=KRT84 PE=2 SV=2
189,76,P00966|ASSY_HUMAN,181.98,78,78,4.4264E8,36,36,74,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; 2 4-diacetamido-2 4 6-trideoxyglucopyranose,46530,Argininosuccinate synthase OS=Homo sapiens OX=9606 GN=ASS1 PE=1 SV=2
172,101,P29622|KAIN_HUMAN,181.31,66,66,5.0757E8,47,47,80,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Methylmalonylation on Serine; Heme,48542,Kallistatin OS=Homo sapiens OX=9606 GN=SERPINA4 PE=1 SV=3
85,465,A0A0B4J1Y9|HV372_HUMAN,180.97,82,82,8.6247E7,57,16,171,Acetylation (N-term); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; Carbamylation; 17 more,13203,Immunoglobulin heavy variable 3-72 OS=Homo sapiens OX=9606 GN=IGHV3-72 PE=3 SV=1
181,90,Q9UN70|PCDGK_HUMAN,180.76,40,40,3.9682E8,39,39,76,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamylation; Amidation,101077,Protocadherin gamma-C3 OS=Homo sapiens OX=9606 GN=PCDHGC3 PE=1 SV=1
297,88,P02748|CO9_HUMAN,180.52,48,48,1.4822E8,30,30,44,Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamidomethylation; Formylation; 2 more,63173,Complement component C9 OS=Homo sapiens OX=9606 GN=C9 PE=1 SV=2
168,137,Q06830|PRDX1_HUMAN,179.94,81,81,4.2631E8,38,27,82,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; 4 more,22110,Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1
215,198,P15291|B4GT1_HUMAN,179.92,45,45,3.0629E8,29,29,63,Oxidation (M); Deamidation (NQ); Pyro-glu from Q; Carbamylation; ISD (z+2)-series,43920,Beta-1 4-galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=B4GALT1 PE=1 SV=5
78,630,P01766|HV313_HUMAN,178.60,61,61,1.9103E7,57,9,183,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; Pyro-glu from E; 14 more,12506,Immunoglobulin heavy variable 3-13 OS=Homo sapiens OX=9606 GN=IGHV3-13 PE=1 SV=2
105,265,P02042|HBD_HUMAN,178.54,97,97,1.0163E8,47,12,151,Oxidation (M); Acetylation (K); Carbamidomethylation; 2-amino-3-oxo-butanoic_acid; Dihydroxy; 11 more,16055,Hemoglobin subunit delta OS=Homo sapiens OX=9606 GN=HBD PE=1 SV=2
203,108,Q96KP4|CNDP2_HUMAN,178.31,76,76,3.3318E8,33,33,69,Acetylation (N-term); Oxidation (M); Carbamidomethylation; Pyro-glu from Q,52879,Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2
177,127,P0DMV8|HS71A_HUMAN,177.96,55,55,1.0477E8,43,19,78,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; Methylation(KR),70052,Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1
177,128,P0DMV9|HS71B_HUMAN,177.96,55,55,1.0477E8,43,19,78,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; Methylation(KR),70052,Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1
187,156,Q08380|LG3BP_HUMAN,177.75,58,58,4.3713E8,39,39,75,Acetylation (N-term); Deamidation (NQ); Carbamidomethylation; Mutation,65331,Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1
186,157,P00734|THRB_HUMAN,177.19,63,63,2.4754E8,43,43,75,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Diethylation; Mutation,70037,Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2
130,782,A0A0C4DH25|KVD20_HUMAN,177.16,75,75,1.5643E8,45,7,116,Acetylation (N-term); Deamidation (NQ); Carbamidomethylation; Carbamylation; Pyro-glu from E; 12 more,12515,Immunoglobulin kappa variable 3D-20 OS=Homo sapiens OX=9606 GN=IGKV3D-20 PE=3 SV=1
257,97,O43505|B4GA1_HUMAN,177.14,63,63,2.005E8,31,31,52,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Ubiquitin,47119,Beta-1 4-glucuronyltransferase 1 OS=Homo sapiens OX=9606 GN=B4GAT1 PE=1 SV=1
176,187,P11142|HSP7C_HUMAN,177.08,64,64,1.8958E8,46,25,78,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Ubiquitination; 3 more,70898,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1
171,171,P11597|CETP_HUMAN,177.05,66,66,5.4245E8,38,38,80,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation,54756,Cholesteryl ester transfer protein OS=Homo sapiens OX=9606 GN=CETP PE=1 SV=2
91,271,O95678|K2C75_HUMAN,177.00,30,30,5.9982E6,48,1,165,Acetylation (N-term); Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamidomethylation; 7 more,59560,Keratin  type II cytoskeletal 75 OS=Homo sapiens OX=9606 GN=KRT75 PE=1 SV=2
158,133,P07900|HS90A_HUMAN,176.69,49,49,1.1422E8,46,24,88,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Tryptophan oxidation to kynurenin; N-Succinimidyl-2-morpholine acetate,84660,Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5
149,170,P02649|APOE_HUMAN,176.57,79,79,5.513E8,51,50,98,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Ubiquitination; Pyro-glu from Q; 4 more,36154,Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1
236,70,P39060|COIA1_HUMAN,176.15,18,18,6.2133E8,28,28,56,Acetylation (K); Deamidation (NQ); Carbamidomethylation; Carbamylation; Oxidation (HW); Lysine oxidation to aminoadipic semialdehyde,178187,Collagen alpha-1(XVIII) chain OS=Homo sapiens OX=9606 GN=COL18A1 PE=1 SV=5
226,95,P01008|ANT3_HUMAN,175.22,62,62,2.0878E8,33,33,60,Oxidation (M); Phosphorylation (STY); Deamidation (NQ); Carbamidomethylation; Methylation(KR); 2 more,52602,Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1
201,100,P14618|KPYM_HUMAN,175.11,75,75,3.1998E8,34,32,69,Acetylation (N-term); Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamidomethylation; 4 more,57937,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4
145,795,P04433|KV311_HUMAN,174.78,74,74,4.5933E8,57,22,102,Deamidation (NQ); Carbamidomethylation; Carbamylation; Pyro-glu from E; Formylation; 11 more,12575,Immunoglobulin kappa variable 3-11 OS=Homo sapiens OX=9606 GN=IGKV3-11 PE=1 SV=1
178,124,P68104|EF1A1_HUMAN,174.28,69,69,3.0084E8,34,34,77,Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamidomethylation; Carbamylation; 4 more,50141,Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1
93,231,Q6S8J3|POTEE_HUMAN,174.22,16,16,,34,0,163,Acetylation (N-term); Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamidomethylation; 7 more,121363,POTE ankyrin domain family member E OS=Homo sapiens OX=9606 GN=POTEE PE=2 SV=3
173,99,P55285|CADH6_HUMAN,174.07,44,44,4.2913E8,35,35,80,Oxidation (M); Deamidation (NQ); Carbamidomethylation; 2-amino-3-oxo-butanoic_acid,88309,Cadherin-6 OS=Homo sapiens OX=9606 GN=CDH6 PE=1 SV=1
274,96,P17927|CR1_HUMAN,174.01,28,28,1.2902E8,32,27,49,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carboxymethyl; Pyro-carbamidomethyl,223661,Complement receptor type 1 OS=Homo sapiens OX=9606 GN=CR1 PE=1 SV=3
128,232,P19013|K2C4_HUMAN,173.57,67,67,1.4479E8,55,33,115,Acetylation (N-term); Oxidation (M); Acetylation (K); Phosphorylation (STY); Deamidation (NQ); 7 more,56144,Keratin  type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5
65,267,P13646|K1C13_HUMAN,173.23,55,55,1.0157E8,49,17,208,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Ubiquitination; 8 more,49588,Keratin  type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4
225,165,Q08174|PCDH1_HUMAN,173.22,29,29,2.9357E8,34,33,60,Oxidation (M); Deamidation (NQ); Chlorination of tyrosine residues,114743,Protocadherin-1 OS=Homo sapiens OX=9606 GN=PCDH1 PE=1 SV=2
166,196,O43790|KRT86_HUMAN,173.03,76,76,1.1279E7,44,3,83,Oxidation (M); Deamidation (NQ); Carbamidomethylation; 2-amino-3-oxo-butanoic_acid; Carbamylation; 3 more,53501,Keratin  type II cuticular Hb6 OS=Homo sapiens OX=9606 GN=KRT86 PE=1 SV=1
97,693,A0A0J9YX35|HV64D_HUMAN,172.98,63,63,1.732E7,51,7,161,Deamidation (NQ); Carbamidomethylation; Carbamylation; Pyro-glu from E; Formylation; 16 more,12823,Immunoglobulin heavy variable 3-64D OS=Homo sapiens OX=9606 GN=IGHV3-64D PE=3 SV=1
164,130,P04217|A1BG_HUMAN,172.80,69,69,3.7136E8,36,36,85,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Pyro-carbamidomethyl,54254,Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4
264,183,P08195|4F2_HUMAN,172.55,44,44,3.0514E8,31,31,50,Deamidation (NQ); Carbamylation; Biotinylation,67994,4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3
100,913,A0A0C4DH35|HV335_HUMAN,172.42,56,56,4.4939E7,47,9,154,Deamidation (NQ); Carbamidomethylation; Carbamylation; Pyro-glu from E; Formylation; 14 more,12810,Probable non-functional immunoglobulin heavy variable 3-35 OS=Homo sapiens OX=9606 GN=IGHV3-35 PE=5 SV=1
244,142,P30041|PRDX6_HUMAN,172.35,73,73,2.5725E8,34,34,56,Oxidation (M); Carbamidomethylation; Dihydroxy; Sodium adduct; Ubiquitin,25035,Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3
231,229,P34896|GLYC_HUMAN,172.17,54,54,2.0757E8,34,34,58,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Methylation(KR); Dehydration,53083,Serine hydroxymethyltransferase  cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1
161,155,P00558|PGK1_HUMAN,172.14,74,74,6.1376E8,39,39,87,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Deamidation (R); Replacement of proton with ammonium ion,44615,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3
223,113,P14384|CBPM_HUMAN,171.88,61,61,3.2468E8,28,28,61,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; Carbamylation,50514,Carboxypeptidase M OS=Homo sapiens OX=9606 GN=CPM PE=1 SV=2
136,538,A0A0B4J1V0|HV315_HUMAN,171.56,73,73,1.7598E8,59,31,111,Oxidation (M); Acetylation (K); Phosphorylation (STY); Deamidation (NQ); Carbamidomethylation; 15 more,12926,Immunoglobulin heavy variable 3-15 OS=Homo sapiens OX=9606 GN=IGHV3-15 PE=3 SV=1
197,163,P78386|KRT85_HUMAN,171.41,59,59,4.315E7,36,8,70,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; 2-amino-3-oxo-butanoic_acid; 4 more,55802,Keratin  type II cuticular Hb5 OS=Homo sapiens OX=9606 GN=KRT85 PE=1 SV=1
229,236,Q9NR99|MXRA5_HUMAN,171.35,19,19,1.348E8,42,42,58,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Formylation; Mutation,312149,Matrix-remodeling-associated protein 5 OS=Homo sapiens OX=9606 GN=MXRA5 PE=1 SV=3
162,144,P12111|CO6A3_HUMAN,171.06,14,14,3.6265E8,42,42,86,Oxidation (M); Deamidation (NQ); Pyro-glu from Q; Dimethylation(KR),343668,Collagen alpha-3(VI) chain OS=Homo sapiens OX=9606 GN=COL6A3 PE=1 SV=5
123,207,P07602|SAP_HUMAN,170.85,39,39,2.6242E9,44,43,119,Acetylation (N-term); Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamidomethylation; 2 more,58113,Prosaposin OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=2
301,277,P22891|PROZ_HUMAN,170.63,44,44,2.4042E8,17,17,44,Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamidomethylation; Carbamylation,44744,Vitamin K-dependent protein Z OS=Homo sapiens OX=9606 GN=PROZ PE=1 SV=2
252,91,O75309|CAD16_HUMAN,170.37,47,47,2.6556E8,24,24,53,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; O-Pinacolylmethylphosphonylation,89923,Cadherin-16 OS=Homo sapiens OX=9606 GN=CDH16 PE=2 SV=1
71,627,A0M8Q6|IGLC7_HUMAN,170.15,78,78,2.9737E6,39,4,195,Deamidation (NQ); Ubiquitination; 2-amino-3-oxo-butanoic_acid; Pyro-glu from Q; Carbamylation; 12 more,11254,Immunoglobulin lambda constant 7 OS=Homo sapiens OX=9606 GN=IGLC7 PE=1 SV=3
107,299,P12035|K2C3_HUMAN,169.95,30,30,7.2932E6,50,4,147,Oxidation (M); Acetylation (K); Phosphorylation (STY); Deamidation (NQ); Ammonia-loss (N); 8 more,64417,Keratin  type II cytoskeletal 3 OS=Homo sapiens OX=9606 GN=KRT3 PE=1 SV=3
278,107,Q14393|GAS6_HUMAN,169.63,51,51,1.6524E8,29,29,49,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Ubiquitination; Deamidation (R),74925,Growth arrest-specific protein 6 OS=Homo sapiens OX=9606 GN=GAS6 PE=1 SV=3
206,146,P08238|HS90B_HUMAN,169.53,44,44,3.5338E7,34,11,67,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Ammonia-loss (N); Dehydration; 2 more,83264,Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4
118,545,P01767|HV353_HUMAN,169.32,74,74,2.5145E6,48,2,129,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; Pyro-glu from E; 11 more,12770,Immunoglobulin heavy variable 3-53 OS=Homo sapiens OX=9606 GN=IGHV3-53 PE=1 SV=2
238,320,Q9H8L6|MMRN2_HUMAN,169.23,16,16,5.1029E8,29,29,57,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Dihydroxy; Pyro-glu from E; 3 more,104409,Multimerin-2 OS=Homo sapiens OX=9606 GN=MMRN2 PE=1 SV=2
263,123,P02790|HEMO_HUMAN,168.67,65,65,2.7246E8,28,28,51,Oxidation (M); Phosphorylation (STY); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; Pyro-carbamidomethyl,51676,Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2
232,189,Q9BYE9|CDHR2_HUMAN,168.51,32,32,2.5876E8,37,37,58,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Ubiquitination; 3 more,141542,Cadherin-related family member 2 OS=Homo sapiens OX=9606 GN=CDHR2 PE=1 SV=2
183,169,Q13510|ASAH1_HUMAN,167.77,67,67,4.4181E8,37,37,76,Acetylation (N-term); Oxidation (M); Phosphorylation (STY); Deamidation (NQ); Carbamidomethylation; 2 more,44660,Acid ceramidase OS=Homo sapiens OX=9606 GN=ASAH1 PE=1 SV=5
184,950,P01624|KV315_HUMAN,167.21,47,47,,39,0,76,Acetylation (N-term); Oxidation (M); Phosphorylation (STY); Deamidation (NQ); Carbamidomethylation; 12 more,12496,Immunoglobulin kappa variable 3-15 OS=Homo sapiens OX=9606 GN=IGKV3-15 PE=1 SV=2
271,785,P80748|LV321_HUMAN,166.88,64,64,1.3779E8,24,9,51,Deamidation (NQ); Carbamidomethylation; Formylation; Methylation(KR); Ubiquitin; 3 more,12446,Immunoglobulin lambda variable 3-21 OS=Homo sapiens OX=9606 GN=IGLV3-21 PE=1 SV=2
221,250,P07339|CATD_HUMAN,166.75,64,64,3.7022E8,33,33,62,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,44552,Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1
335,119,P19961|AMY2B_HUMAN,166.73,50,50,2.3559E6,24,2,37,Deamidation (NQ); Carbamidomethylation,57710,Alpha-amylase 2B OS=Homo sapiens OX=9606 GN=AMY2B PE=1 SV=1
198,120,Q9H3G5|CPVL_HUMAN,166.55,48,48,4.1999E8,28,28,70,Acetylation (N-term); Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamidomethylation; 7 more,54164,Probable serine carboxypeptidase CPVL OS=Homo sapiens OX=9606 GN=CPVL PE=1 SV=2
175,269,Q14533|KRT81_HUMAN,166.49,62,62,,40,0,79,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; Formylation; 2 more,54928,Keratin  type II cuticular Hb1 OS=Homo sapiens OX=9606 GN=KRT81 PE=1 SV=3
194,118,P21810|PGS1_HUMAN,166.43,57,57,3.9437E8,27,26,72,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term),41654,Biglycan OS=Homo sapiens OX=9606 GN=BGN PE=1 SV=2
279,148,P68363|TBA1B_HUMAN,166.42,57,57,,27,0,49,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Dihydroxy; Pyro-glu from Q,50152,Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1
265,247,P14543|NID1_HUMAN,166.29,18,18,2.5607E8,22,22,50,Deamidation (NQ); Pyro-glu from Q; Methylation(KR),136377,Nidogen-1 OS=Homo sapiens OX=9606 GN=NID1 PE=1 SV=3
122,619,A0A0C4DH42|HV366_HUMAN,165.94,84,84,1.8106E8,49,4,124,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; Oxidation (HW); 8 more,12698,Immunoglobulin heavy variable 3-66 OS=Homo sapiens OX=9606 GN=IGHV3-66 PE=3 SV=1
276,143,P04062|GLCM_HUMAN,165.89,66,66,2.1277E8,31,31,48,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Formylation,59716,Lysosomal acid glucosylceramidase OS=Homo sapiens OX=9606 GN=GBA PE=1 SV=3
